ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
NGA,North Central,6151729,Children severely underweight,4.9,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA3,104236080,I,433005,1433010,Region,North Central,0,,0,1,CNNUTSCWA3,NGDHS2003433005,2003,DHS,757,850,,,1
NGA,North East,6920238,Children severely underweight,9,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA3,104236080,I,433006,1433020,Region,North East,0,,0,1,CNNUTSCWA3,NGDHS2003433006,2003,DHS,1093,1104,,,1
NGA,North West,3932048,Children severely underweight,14.3,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA3,104236080,I,433007,1433030,Region,North West,0,,0,1,CNNUTSCWA3,NGDHS2003433007,2003,DHS,1452,1185,,,1
NGA,South East,4790445,Children severely underweight,1.9,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA3,104236080,I,433008,1433040,Region,South East,0,,0,1,CNNUTSCWA3,NGDHS2003433008,2003,DHS,326,438,,,1
NGA,South West,7555847,Children severely underweight,4.5,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA3,104236080,I,433009,1433050,Region,South West,0,,0,1,CNNUTSCWA3,NGDHS2003433009,2003,DHS,507,565,,,1
NGA,South South,6593476,Children severely underweight,6.8,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA3,104236080,I,433010,1433060,Region,South South,0,,0,1,CNNUTSCWA3,NGDHS2003433010,2003,DHS,635,460,,,1
NGA,North Central,6151728,Children underweight,14.2,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA2,104236090,I,433005,1433010,Region,North Central,0,,0,1,CNNUTSCWA2,NGDHS2003433005,2003,DHS,757,850,,,1
NGA,North East,6920240,Children underweight,28.3,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA2,104236090,I,433006,1433020,Region,North East,0,,0,1,CNNUTSCWA2,NGDHS2003433006,2003,DHS,1093,1104,,,1
NGA,North West,3932051,Children underweight,36.4,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA2,104236090,I,433007,1433030,Region,North West,0,,0,1,CNNUTSCWA2,NGDHS2003433007,2003,DHS,1452,1185,,,1
NGA,South East,4790444,Children underweight,6.3,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA2,104236090,I,433008,1433040,Region,South East,0,,0,1,CNNUTSCWA2,NGDHS2003433008,2003,DHS,326,438,,,1
NGA,South West,7555846,Children underweight,17.3,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA2,104236090,I,433009,1433050,Region,South West,0,,0,1,CNNUTSCWA2,NGDHS2003433009,2003,DHS,507,565,,,1
NGA,South South,6593539,Children underweight,16.3,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WA2,104236090,I,433010,1433060,Region,South South,0,,0,1,CNNUTSCWA2,NGDHS2003433010,2003,DHS,635,460,,,1
NGA,North Central,6151730,Children overweight for their age,1.4,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WAP,104236100,I,433005,1433010,Region,North Central,0,,0,1,CNNUTSCWAP,NGDHS2003433005,2003,DHS,757,850,,,1
NGA,North East,6920239,Children overweight for their age,0.9,1,NG,Nigeria,2003,NG2003DHS,CN_NUTS_C_WAP,104236100,I,433006,1433020,Region,North East,0,,0,1,CNNUTSCWAP,NGDHS2003433006,2003,DHS,1093,1104,,,1
